title,category,image_url,ingredients,instructions
Pierogi z dynią i jarmużem,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/10/MG_6004-600x900.jpg,Ciasto: 4 szklanki mąki pszennej 2 szklanki wrzątku 2 łyżki oleju ½ łyżeczki soli; Farsz: 1 duża cebula 1 łyżeczka papryki wędzonej 1 łyżeczka słodkiej papryki ½ łyżeczki ostrej papryki ⅛ łyżeczki chili ⅛ łyżeczki cynamonu olej roślinny 4 szklanki pokrojonych liści jarmużu / 250 g 2 szklanki purée dyniowego ½ szklanki suchej kaszy jaglanej sól i czarny pieprz do podania: podsmażona cebulka lub świeżo zmielony czarny pieprz,"Z podanych składników zagnieść ciasto na pierogi – można użyć do tego miksera z hakiem do ciasta drożdżowego, maszyny do wypieku chleba lub Thermomixa. Kiedy ciasto będzie elastyczne i nie będzie kleić się do dłoni, przykryć ściereczką i odstawić na bok.
Na dnie patelni rozgrzać olej. Cebulę posiekać w kostkę, dodać do gorącego oleju i smażyć przez 1 minutę. Po tym czasie dodać wszystkie przyprawy i smażyć na minimalnym ogniu przez 3 – 4 minuty.
W międzyczasie zagotować dużą ilość wody w czajniku. Odmierzoną kaszę jaglaną przelać wrzątkiem, następnie dodać 1 szklankę wrzątku wraz ze szczyptą soli i gotować kaszę pod przykryciem na minimalnym ogniu przez 12 – 15 minut.
Oczyszczony jarmuż przelać wrzątkiem, następnie delikatnie osuszyć i dodać do smażącej się cebulki. Smażyć wszystko razem kolejne 5 minut.
Kiedy kasza jest ugotowana, a cebulka i jarmuż podsmażone, przełożyć wszystkie składniki do dużej miski, dodać purée z dyni i krótko zblendować. Na koniec doprawić do smaku solą, pieprzem oraz świeżo startą gałką i tak przygotowanym farszem nadziewać pierogi.
Pierogi wrzucać do wrzącej, osolonej wody i gotować do wypłynięcia. Następnie odcedzać i podawać od razu z podsmażoną cebulką lub układać na dużej tacy aby wystygły."
Spaghetti z selera,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/10/MG_5520-600x900.jpg,"1 bulwa selera 1 litr wody sól ¼ szklanki czarnych oliwek 1 łyżka rodzynek 2 łyżeczki kaparów kilka plasterków świeżego chili oliwa z oliwek 1 kg pomidorów, obranych i wydrążonych 1 łyżka octu balsamicznego sól i czarny pieprz do podania: garść podprażonych orzechów włoskich, oliwa z oliwek i posiekana natka pietruszki","W dużym garnku zagotować osoloną wodę. W międzyczasie selera obrać i pokroić na cienkie nitki przy pomocy obieraczki do julienne lub spiralizatora, a gotowe nitki wrzucić do wrzątku na 30 sekund. Następnie szybko odcedzić, przelać zimną wodą i odstawić.
Na dnie garnka rozgrzać oliwę, dodać oliwki, rodzynki, kapary oraz chili. Podsmażać przez 2 – 3 minuty, po czym dodać pozostałe składniki i gotować przez przynajmniej 30 minut.
Kiedy sos zgęstnieje, doprawić do smaku solą i pieprzem, dodać przygotowany wcześniej makaron selerowy i chwilę podgrzewać intensywnie mieszając.
Gorący makaron z sosem nakładać na talerze, delikatnie skropić oliwą oraz hojnie posypać orzechami i natką pietruszki."
Keralskie curry z cukinii,Dania główne,,,
Keralskie curry z cukinii,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/09/MG_55611-600x900.jpg,"2 ząbki czosnku ½ papryczki chili ½ szklanki orzechów nerkowca 7 liści kafiru 1 ½ łyżeczki nasion kopru włoskiego ½ łyżeczki mielonej kolendry olej; 3 cukinie 2 papryki 100 g małych kolb kukurydzy, można zastąpić kolbą kukurydzy lub pominąć 2 pomidory, obrane i pokrojone na ćwiartki 1 puszka mleczka kokosowego / 400 ml ½ – 1 szklanka wody 1 łyżeczka cukru trzcinowego sól do podania: garść świeżej kolendry i posiekane, podprażone orzechy nerkowca","Cukinię i paprykę pokroić w grubą kostkę, kukurydze pokroić na mniejsze kawałki.
Czosnek posiekać. Na dnie garnka rozgrzać olej, a następnie dodać czosnek, orzechy oraz wszystkie przyprawy i smażyć przez 1 – 2 minuty.
Po tym czasie dodać paprykę i smażyć około 2 – 3 minuty, a następnie dorzucić cukinię oraz kukurydzę i smażyć kolejne 2 – 3 minuty.
Do podsmażonych warzyw dodać pomidory, mleczko kokosowe, wodę, cukier oraz szczyptę soli i gotować bez przykrycia przez 10 – 15 minut czyli do czasu, aż odparuje nadmiar wody.
Na koniec doprawić do smaku solą, podawać z ryżem lub ulubionymi plackami posypane na wierzchu świeżą kolendrą oraz garścią posiekanych orzechów nerkowca."
Zimowy krem pomidorowy,Dania główne,,,
Caponata,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/09/MG_52771-600x900.jpg,"800 g bakłażanów ½ łyżki soli; 100 ml oliwy 1 duża cebula 1 ½ laska selera; 2 kg świeżych pomidorów; 150 g zielonych oliwek 50 ml octu balsamicznego 2 łyżki cukru trzcinowego 2 łyżki uprażonych orzechów pinii, można zastąpić migdałami 2 łyżki kaparów 2 łyżki rodzynek sól i pieprz do podania: natka pietruszki lub bazylia","Bakłażany pokroić w kostkę i obsypać solą. Odstawić na kwadrans, następnie wyłożyć na ręcznik papierowy i dokładnie osuszyć.
Cebulę pokroić w kostkę, a seler w cienkie plasterki. Na dnie dużego garnka rozgrzaćpołowę oliwy, dodać pokrojone warzywa za wyjątkiem bakłażana i podsmażać na małym ogniu przez 4 – 6 minut
Zagotować dużą ilość gorącej wody. Pomidory delikatnie naciąć na krzyż, zalać wrzątkiem, a następnie obrać ze skórki i pokroić na ósemki. Dodać do smażących się warzyw i dusić przez 15 – 20 minut.
W międzyczasie na patelni rozgrzać pozostałą oliwę i usmażyć na niej pokrojone bakłażany. Smażyć na średnim ogniu, co jakiś czas mieszając przez około 8 – 10 minut.
Kiedy bakłażany będą złociste i miękkie delikatnie odsączyć je na ręczniku papierowym, a następnie dodać do warzyw w sosie pomidorowym wraz ze wszystkimi pozostałymi składnikami.
Delikatnie wymieszać i dusić bez przykrycia na dużym ogniu przez 10 – 15 minut, doprawić do smaku solą i czarnym pieprzem. Podawać na gorąco z ryżem albo kaszą lub na zimno z ulubionym pieczywem."
Wegetariańskie leczo,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/09/MG_4602-600x900.jpg,"1 cebula 1 łyżeczka cukru trzcinowego 2 – 4 łyżki oleju słonecznikowego lub rzepakowego; 2 papryki czerwone 1 cukinia 1 łyżka papryki słodkiej ½ łyżeczki papryki ostrej ½ łyżeczki papryki wędzonej, do kupienia tutaj; 1 puszka krojonych pomidorów lub kilogram świeżych pomidorów, obranych i wydrążonych sól i czarny pieprz opcjonalnie: podsmażone wędzone tofu","Cebulę pokroić w półksiężyce, paprykę wydrążyć i pokroić w grubą kostkę, cukinii nie obierać i pokroić w równie grubą kostkę. Jeśli używacie wędzonego tofu, dodajcie je teraz.
Na dnie garnka rozgrzać olej, dodać cebulę i mocno zamieszać. Następnie dodać cukier i podsmażać przez 2 – 3 minuty.
Po tym czasie dodać pozostałe warzywa, zamieszać i wsypać wszystkie rodzaje papryki. Smażyć przez kolejne 10 – 15 minut do czasu, aż papryka będzie całkiem miękka i delikatna.
Na koniec dodać pomidory i dusić przez 5 – 8 minut. Doprawić solą i pieprzem do smaku, podawać z ryżem, ziemniakami lub kluskami."
Pasztet z recyklingu,Dania główne,,,
Faszerowane pomidory,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/08/MG_3876-600x900.jpg,"4 małe cebule szalotki lub 1 duża cebula ½ papryczki pepperoni 1 ząbek czosnku 1 laska cynamonu oliwa 1 szklanka ryżu ½ szklanki białego, wytrawnego wina 2 szklanki bulionu warzywnego ½ szklanki rodzynek ¼ szklanki orzechów piniowych, uprażonych na suchej patelni mała szczypta szafranu sól i czarny pieprz 2 kg pomidorów oraz: garść liści bazylii","Pomidory umyć, osuszyć i odciąć każdemu z nich czapkę z szypułką. Przy pomocy małej łyżeczki wydrążyć środek, awydrążony miąższ zachować.
Cebulkę, papryczkę pepperoni i czosnek drobno posiekać. Na dnie garnka rozgrzać oliwę, dodać cebulkę z laską cynamonu i smażyć przez 1 – 2 minuty, następnie dodać czosnek z pepperoni i smażyć kolejną minutę.
Po tym czasie dodać ryż, intensywnie zamieszać i wlać wino. Zwiększyć ogień, a kiedy tylko wino odparuje wlać bulion, dorzucić szafran, rodzynki, orzechy piniowe i zachowany miąższ pomidorów. Gotować na minimalnym ogniu pod przykryciem przez około 15 minut, czyli do czasu, aż ryż wchłonie cały płyn. Na koniec doprawić do smaku solą i pieprzem.
Piekarnik rozgrzać do 200 stopni. Do każdego pomidora włożyć kilka łyżek ryżu, na szczycie położyć liść bazylii i tak nafaszerowanego przykryć odciętą czapką. Układać na blasze wyłożonej papierem do pieczenia, wsunąć do gorącego piekarnika i zapiekać przez 20 – 25 minut."
Pierogi z jagodami,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/07/MG_4238.jpg,"3 szklanki mąki pszennej 1 ½ szklanki gorącej wody 2 łyżki oleju roślinnego mała szczypta soli 500 g jagód 2 łyżki mąki ziemniaczanej ½ łyżeczki kardamonu oraz do podania: mleko kokosowe lub śmietanka owsiana, cukier","Z podanych składników zagnieść ciasto i wyrabiać je do momentu, aż będzie gładkie i elastyczne. Kiedy będzie gotowe, odłożyć do miski i przykryć wilgotną ściereczką.
W misce wymieszać jagody wraz z mąką ziemniaczaną oraz przyprawami. Ciasto podzielić na pół, jedną połówkę zostawić w misce, a drugą rozwałkować na cienki 2 – 3 mm placek. Przy pomocy szklanki wykroić krążki, a do każdego wkładać łyżkę jagód i sklejać w kształt pieroga. Powtórzyć z resztą ciasta, a gotowe pierogi układać pod wilgotną ściereczką.
W dużym garnku zagotować wodę z małą szczyptą soli. Do wrzącej wody włożyć pierogi, delikatnie zamieszać i gotować przez 3 – 4 minuty do czasu, aż wypłyną na powierzchnię. Wyławiać łyżką cedzakową, podawać ze śmietanką z cukrem."
Puszyste ciasto z truskawkami,Dania główne,,,
Marokański bób z karczochami,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/07/MG_3929-600x900.jpg,"1 cebula 2 ząbki czosnku skórka otarta z 1 cytryny 2 łyżeczki kuminu oliwa z oliwek; ½ szklanki wytrawnego wina; 1 kg bobu ½ litra bulionu warzywnego bulionu 1 szklanka pokrojonych karczochów, używam tych 1 pęczek mięty, posiekany sól i czarny pieprz do podania: kolendra i pietruszka, kuskus lub pieczywo","Cebulę pokroić w kostkę, czosnek posiekać. Na dnie dużego garnka rozgrzać oliwę dodać cebulę i podsmażać na małym ogniu przez 3 minuty. Następnie dodać czosnek, skórkę z cytryny oraz kumin i smażyć jeszcze 1 – 2 minuty.
Wlać wino, intensywnie zamieszać i dusić przez 3 minuty. Po tym czasie dodać bób, karczochy, posiekaną miętę oraz wlać bulion i gotować pod przykryciem przez 10 – 12 minut do czasu, aż bób będzie miękki.
Na koniec doprawić do smaku solą i pieprzem, podawać posypane świeżą kolendrą lub miętą z kuskusem."
Pieczony kalafior,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/07/MG_3292-600x900.jpg,1 kalafior 1 – 2 łyżki oleju roślinnego spora szczypta soli; Składniki na sos: ¼ szklanki tahiny 3 – 4 łyżki wody 2 łyżki soku z cytryny ½ łyżeczki kuminu ¼ łyżeczki kolendry ¼ łyżeczki czosnku granulowanego sól i czarny pieprz,"Piekarnik rozgrzać do 200 stopni. Kalafiora pozbawić liści i dokładnie owinąć w papier lub folię do pieczenia. Wsunąć do gorącego piekarnika i piec przez 30 – 45 minut.
Po upływie tego czasu kalafiora wyjąć na chwilę, rozwinąć i obsypać ½ łyżeczki soli, wsypując ja między różyczki kalafiora do jego wnętrza. Z powrotem wsunąć do piekarnika na 30 – 45 minut.
Po tym czasie kalafiora rozwinąć, dosolić ½ łyżeczki soli, również pieczołowicie wsypując ją między różyczki, a następnie posmarować kalafior olejem – dobrze nada się do tego duży silikonowy pędzelek. Ponownie włożyć do piekarnika na 30 – 45 minut, czyli do czasu, aż się zarumieni.
W międzyczasie w miseczce wymieszać wszystkie składniki sosu, doprawiając na koniec solą i pieprzem do smaku.
Gorącego kalafiora podać na stół razem z sosem, ulubionym pieczywem lub sałatkami."
Spaghetti truskawkowo – pomidorowe,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/07/MG_3374-600x900.jpg,"1 kg pomidorów malinowych 300 g truskawek 1 czerwona cebula olej roślinny 2 łyżki octu balsamicznego ½ – 1 łyżeczki płatków chili sól i czarny pieprz do podania: świeża bazylia, prażone orzechy pinii oraz dobra oliwa oraz: opakowanie ulubionego makaronu spaghetti","Piekarnik rozgrzać do 200 stopni. Blachę wyłożyć papierem do pieczenia. Pomidorom naciąć skórkę i ułożyć na blasze, truskawkom obciąć szypułki i położyć obok, a cebulę pokroić  na ósemki i skropić olejem. Wsunąć do piekarnika i piec przez 20 – 25 minut, co jakiś czas mieszając cebulę.
Gorącą blachę z warzywami odłożyć na chwilę do schłodzenia, następnie pomidory obrać ze skóry i razem z truskawkami oraz cebulą przełożyć do garnka. Dodać chili, ocet balsamiczny oraz sól i pieprz i gotować na niedużym ogniu bez przykrycia przez przynajmniej 30 minut.
W tym czasie makaron ugotować zgodnie ze wskazówkami na opakowaniu i odcedzić – powinien być al dente. Następnie sos zblendować na gładko przy pomocy blendera, doprawić do smaku solą oraz pieprzem.
Ugotowany makaron przełożyć do garnka z sosem, delikatnie zamieszać i podgrzewać razem przez 3 – 5 minut. Podawać obficie skropiony oliwą, z orzeszkami piniowymi i świeżą bazylią."
Curry z młodych ziemniaków,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/06/MG_3321-600x900.jpg,"Masala, czyli pasta curry: 5 papryczek chili z pestkami 4 łodygi trawy cytrynowej 4 cm świeżego imbiru 4 ząbki czosnku ½ cebuli 1 łyżeczka zmielonej kolendry 1 łyżeczki zmielonego kuminu ½ łyżeczki zmielonego czarnego pieprzu 1 łyżeczka skórki otartej z limonki ½ łyżeczki soli ½ łyżeczki cukru trzcinowego; Curry: 1 łyżka oleju 2 – 3 łyżki masali 1 łyżeczka mielonego kuminu ½ łyżeczki mielonej kolendry 1 kg ziemniaków 2 puszki mleka kokosowego (800 ml) 1 szklanka wody 2 szklanki zielonego groszku, mrożonego lub świeżego 500 g pomidorów koktajlowych do podania: garść podprażonych orzeszków ziemnych, garść świeżej kolendry oraz tajskiej bazylii","Wszystkie składniki na masalę utrzeć w blenderze lub w pojemniczku blendera na grudkowatą pastę. Następnie wyskrobać i przełożyć do czystego słoika.
Ziemniaki wyszorować i pokroić na ćwiartki. Na dnie dużego garnka rozgrzać olej, dodać masalę wraz z kuminem oraz kolendrą i podsmażać przez 1 minutę. Po tym czasie dodać ziemniaki, dokładnie je wymieszać i wlać mleko kokosowe oraz wodę. Gotować na niedużym ogniu bez przykrycia przez 15 – 20 minut, lub do czasu, aż ziemniaczki będą miękkie.
W międzyczasie pomidorki pokroić na połówki, a kiedy ziemniaki zmiękną dodać je razem z groszkiem, przykryć garnek i gotować wszystko 2 – 3 minuty.
Na koniec doprawić do smaku solą, podawać posypane orzeszkami i świeżymi ziołami razem z ryżem, quinoą lub z pszennymi plackami."
Szparagi z kaszą jaglaną,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/06/MG_3113-600x900.jpg,1 pęczek szparagów olej roślinny sól ½ szklanki ugotowanej kaszy jaglanej ¼ szklanki drobno posiekanej pietruszki 2 łyżki drobno posiekanej mięty 2 łyżki soku z cytryny 3 łyżki oliwy ¼ łyżeczki kuminu 10 pomidorów koktajlowych garść sezamu i mała garść pistacji sól i czarny pieprz,"Piekarnik rozgrzać do 200 stopni. Szparagi obrać do połowy, uciąć twardy koniec, a następnie tak przygotowane szparagi pokroić na 3 – 4 kawałki. Przełożyć do naczynia żaroodpornego, skropić olejem oraz solą i dokładnie natrzeć. Piec przez 10 – 12 minut.
W międzyczasie w dużej misce połączyć wszystkie pozostałe składniki poza pomidorami, pistacjami i sezamem. Na dobrze wymieszaną kaszę z dodatkami wyłożyć upieczone szparagi i połówki pomidorów, a na koniec obsypać wszystko sezamem. Najlepiej smakuje po chwili w lodówce."
Tagliatelle ze szparagów z pietruszkowym pesto,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/05/MG_2763-600x900.jpg,"Składniki na pesto pietruszkowe: 1 pęczek pietruszki ½ szklanki uprażonych pestek dyni ½ ząbka czosnku szczypta soli 4 – 5 łyżek oliwy z oliwek 2 łyżki płatków drożdżowych, do kupienia tutaj sól i czarny pieprz; Pozostałe składniki: 1 pęczek zielonych szparagów 15 pomidorów koktajlowych, przekrojonych na pół oliwa z oliwek sól i czarny pieprz","Naszykować miskę z zimną wodą i łyżeczką soli. Każdego szparaga przy pomocy obieraczki zobierkować na cieniutkie, długie wstążeczki, a każdą z nich wrzucać do naszykowanej miski.
Kiedy wszystkie szparagi będą zobierkowane, przygotować pesto. Do pojemnika blendera wrzucić niedbale pokrojony pęczek pietruszki wraz z łodyżkami oraz pestkami dyni, czosnkiem i solą. Rozdrobnić na drobną, grudkowatą pastę, a wtedy dodać płatki drożdżowe i stopniowo wlewać oliwę do momentu, aż pesto uzyska właściwą konsystencję.
Szparagi odcedzić z wody i w dużej misce bardzo dokładnie wymieszać z pesto i pomidorkami. Podawać skropione oliwą, oprószone solą oraz pieprzem."
Risotto ze szparagami i cydrem,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/05/MG_2665-600x900.jpg,"1 cebula 1 ząbek czosnku 1 szklanka ryżu arborio lub innego do risotto oliwa z oliwek ½ szklanki cydru ¾ – 1 litr bulionu warzywnego 1 pęczek zielonych szparagów 2 – 3 łyżki płatków drożdżowych, do kupienia tutaj ½ łyżeczki skórki otartej z cytryny sól i czarny pieprz do podania: oliwa z oliwek, natka pietruszki","Szparagi umyć i oczyścić, następnie pokroić na grube plastry odkładając na bok czubki. Na patelni rozgrzać oliwę, dodać czubki i obsmażać przez 2 – 3 minuty. Następne zdjąć z oliwy i odłożyć na bok.
Cebulę pokroić w równą kostkę, czosnek posiekać. Na dnie patelni, na której smażone były szparagi rozgrzać dodatkową 1 łyżkę oliwy, dodać czosnek i smażyć przez 30 sekund, następnie dodać cebulkę i szklić na małym ogniu przez 2 – 3 minuty.
Do miękkiej cebulki dodać ryż, smażyć przez 1 – 2 minuty, a następnie dodać cydr i skórkę cytrynową. Gdy prawie cały cydr odparuje wlać chochelkę bulionu i gotować dalej na niewielkim ogniu, a kiedy bulion wyparuje dolewać kolejną chochelkę. Czynność powtarzać, aż do momentu gdy ryż będzie al dente.
Pokrojone szparagi dodać do risotto, podlać ostatnią chochelką bulionu i gotować 2 – 3 minuty. Doprawić płatkami drożdżowymi, solą i czarnym pieprzem. Podawać z podsmażonymi czubkami szparagów, natką pietruszki i oliwą z oliwek."
Szparagi z pastą miso i szczypiorem,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/05/MG_2583-600x900.jpg,"1 pęczek zielonych szparagów; Składniki na sos: 2 płaskie łyżki ciemnej pasty miso 1 łyżka soku z cytryny 1 łyżka syropu z agawy 4 – 5 łyżek wody do podania: uprażony sezam, posiekana dymka oraz szczypior","Przygotowanie szparagów: szparagi umyć w zimnej wodzie, dokładnie płucząc główki. Odciąć zdrewniałą końcówkę, wystarczy uciąć około 2 – 3 cm, aby pozbyć się stwardniałego zakończenia. Jeśli szparagi są grube i mają wyraźne łuski, to można obrać je obieraczką do połowy wysokości, jeśli jednak są cienkie nie ma potrzeby obierania.
W rondlu zagotować osoloną wodę, a na wrzątek wrzucić szparagi. Gotować przez 3 – 5 minut, w międzyczasie przygotować sos. Wszystkie składniki wymieszać w kubeczku blendera lub przy pomocy trzepaczki w niedużej miseczce, na koniec spróbować i w razie potrzeby dodać kilka kropel syropu z agawy więcej.
Ugotowane szparagi błyskawicznie wyłowić, położyć na talerzach, oblać sosem i obficie obsypać sezamem, szczypiorem oraz posiekaną cebulką."
Makaron z jarmużem i pomidorami,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/04/MG_1130-600x900.jpg,"2 szklanki pociętego jarmużu; 5 plasterków papryczki chili lub płatki chili 1 ząbek czosnku, posiekany 2 łyżeczki kaparów ½ łyżeczki wędzonej papryki oliwa; 1 puszka krojonych pomidorów 2 łyżki ajwaru, opcjonalnie ¼ łyżeczki oregano ½ łyżeczki tymianku ½ łyżeczki trzcinowego cukru sól i czarny pieprz; 150 g ulubionego makaronu, użyłam orkiszowego","Jarmuż położyć na sicie i przelać wrzątkiem. Na dnie rondelka rozgrzać oliwę, dodać chili, czosnek oraz kapary i smażyć przez 1 minutę. Po tym czasie dodać wędzoną paprykę, dokładnie zamieszać i wsypać jarmuż. Smażyć wszystko przez 3 – 5 minut do czasu, aż jarmuż zmięknie.
W międzyczasie zagotować osoloną wodę na makaron i gotować go zgodnie z instrukcjami na opakowaniu.
Do podsmażonego jarmużu dodać pomidory oraz pozostałe składniki. Dusić wszystko bez przykrycia przez 10 – 15 minut.
Ugotowany makaron odcedzić, zachować kilka łyżek wody z gotowania i dodać do zredukowanego sosu. Delikatnie wmieszać makaron w sos, w razie potrzeby dodać trochę wody z gotowania i pozwolić się gotować przez kolejne 2 – 3 minuty. Doprawić do smaku solą oraz pieprzem i podawać."
Ziemniaczane kotlety z sosem kokosowym,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/03/MG_1304-600x900.jpg,"400 g ziemniaków 1 szklanka mrożonego zielonego groszku olej roślinny do smażenia sól 1 łyżeczka czarnej gorczycy 1 łyżeczka kuminu w ziarnach ½ łyżeczki kuminu mielonego ½ łyżeczki kurkumy ¼ łyżeczki chili sól i pieprz 2 łyżki mąki ciecierzycowej 2 łyżki wody; Składniki na sos: ½ szklanki mleczka kokosowego, najlepiej tylko tej gęstej części 4 łyżki posiekanej kolendry 1 łyżka soku z limonki ½ łyżeczki posiekanego świeżego imbiru ½ łyżeczki posiekanego świeżego chili sól","Zagotować osoloną wodę w małym i średnim garnku. Ziemniaki dokładnie wyszorować i dodać do średniego garnka, gotować do miękkości. Groszek dodać do małego garnka i gotować 5 minut po czym błyskawicznie odcedzić i przelać zimną wodą z kranu – dzięki temu zachowa smak i kolor.
W międzyczasie przygotować sos – wszystkie składniki zblendować przy pomocy blendera i odstawić do lodówki.
Rozgrzać małą suchą patelnię i wsypać na nią gorczycę oraz kumin. Prażyć przez 30 sekund i błyskawicznie zdjąć z ognia, przesypać na talerzyk. Mąkę z ciecierzycy połączyć z wodą w niedużej szklance i odstawić.
Ugotowane ziemniaki odcedzić i delikatnie ostudzić. Obrać ze skórki, przełożyć do dużej miski i przy pomocy praski do ziemniaków rozgnieść na puree. Dodać uprażone przyprawy, mąkę z ciecierzycy wraz z wodą, groszek oraz pozostałe przyprawy. Wszystko wymieszać dokładnie rękami, wyrobić na zwartą masę  i doprawić do smaku solą oraz pieprzem.
Formować nieduże kotleciki i smażyć na patelni z każdej strony po 3 – 4 minuty. Odsączyć z nadmiaru tłuszczu na papierowym ręczniku i podawać z kokosowym sosem."
Fasolka po bretońsku,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/03/MG_1252-600x900.jpg,"6 szklanek ugotowanej białej fasoli / 4 puszki białej fasoli 1 cebula 6 liści laurowych 6 ziaren ziela angielskiego 3 ziarna pieprzu olej roślinny do smażenia 500 g przecieru pomidorowego 4 łyżki koncentratu pomidorowego ½ – ¾ szklanki wody 1 łyżka sosu sojowego 1 łyżeczka mielonego kminku 1 łyżeczka wędzonej papryki, do kupienia tutaj 1 łyżeczka majeranku ½ łyżeczki pietruszki ½ łyżeczki lubczyku ¼ łyżeczki chili ¼ łyżeczki mielonej kolendry sól i czarny pieprz","Cebulę pokroić w grubą kostkę. Na dnie dużego garnka rozgrzać olej, dodać cebulę wraz z liściem laurowym, zielem i pieprzem. Smażyć przez 5 – 8 minut do czasu, aż cebula się zeszkli.
Do podsmażonej cebuli dodać wszystkie pozostałe składniki poza fasolą. Dokładnie wymieszać i dusić przez 5 – 8 minut, następnie dodać fasolę i gotować 15 – 20 minut pod przykryciem na małym ogniu.
Doprawić do smaku solą i pieprzem, podawać z dobrym chlebem pamiętając, że najlepiej smakuje następnego dnia."
Czy warto jeść warzywa mrożone lub z puszki?,Dania główne,,,
Buraki faszerowane limonkowym ryżem,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/02/MG_0805-600x900.jpg,6 niedużych buraczków ½ szklanki ryżu 2 plastry cytryny sól 1 pęczek kolendry ½ pęczka mięty 1 – 2 łyżki soku z limonki skórka otarta z 1 limonki 2 cm świeżego imbiru ½ łyżeczki kuminu ¼ łyżeczki mielonej kolendry ¼ łyżeczki chili spora szczypta gałki muszkatołowej sól i czarny pieprz,"Piekarnik rozgrzać do 220 stopni. Buraczki umyć, owinąć każdego w folię aluminiową i piec przez 60 minut do czasu, aż będą miękkie i z łatwością będzie się dało wbić w nie widelec.
W międzyczasie przygotować farsz: ryż zalać szklanką wody, dodać plastry cytryny oraz sól i gotować na małym ogniu pod przykryciem do czasu, aż wchłonie całą wodę.
Następnie kolendrę i miętę posiekać, imbir zetrzeć na tarce. Z ugotowanego ryżu wyłowić cytrynę, dodać posiekane zioła z imbirem oraz resztę przypraw. Wszystko dokładnie wymieszać i odstawić.
Upieczone buraczki rozwinąć z folii, obrać i wydrążyć przy pomocy małej łyżeczki lub łyżki do melonów. Do każdego buraczka włożyć czubatą łyżkę farszu, ułożyć na blasze wyłożonej papierem do pieczenia i przykryć pokrywką lub folią aluminiową. Wsunąć do piekarnika rozgrzanego do 175 stopni na 10 – 15 minut. Podawać na ciepło z ulubioną surówką lub następnego dnia na zimno."
Boczniaki z burakami i żurawiną,Dania główne,,,
Bezglutenowe burgery z batatów,Dania główne,https://www.jadlonomia.com/wp-content/uploads/2015/02/MG_0454-600x900.jpg,"1 batat / 400 g 1 szklanka ugotowanej quinoa lub kaszy jaglanej  / ½ szklanki suchej quinoa lub kaszy jaglanej ¼ szklanki tahiny ¼ szklanki uprażonego sezamu 2 łyżki prażonej mąki z amarantusa, używam Amarello ½ czerwonej cebuli, pokrojonej w drobna kostkę 2 łyżki mięty, drobno posiekanej 2 łyżki kolendry, drobno posiekanej 1 łyżeczka mielonego kuminu ½ łyżeczki mielonych ziaren kolendry ½ łyżeczki chili ¼ łyżeczki cynamonu sól i czarny pieprz","Piekarnik rozgrzać do 220 stopni. Batata owinąć w folię aluminiową i włożyć do rozgrzanego piekarnika, piec przez 30 minut lub do czasu, aż będzie miękki i będzie dało się w niego bez kłopotu wbić widelec.
Upieczonego batata rozwinąć i przestudzić, piekarnik ustawić na 200 stopni. W międzyczasie wszystkie składniki odmierzyć i włożyć do dużej miski.
Batata obrać ze skórki i przy pomocy blendera zmiksować na gładkie purée. Purée dodać do pozostałych składników w misce i rękami bardzo dokładnie wyrobić gładką masę doprawiając do smaku solą i pieprzem.
Blachę wyłożyć papierem do pieczenia. Z gotowej masy lepić nieduże burgery, następnie ułożyć je na blasze, wsunąć do rozgrzanego piekarnika i piec przez 20 minut. Po tym czasie blachę wysunąć, każdego burgera obrócić i piec kolejne 8 – 10 minut. Podawać do obiadu lub w bułce, najlepiej smakują z kawałkiem awokado."
Wegańskie lody czekoladowe z batata,Dania główne,,,
Sałatka z quinoa i jarmużu,Dania główne,,,
