title,image_url,ingredients,instructions,category,ingredients_lemmatized
Makaron z kurkami i słonecznikową śmietanką,https://www.jadlonomia.com/wp-content/uploads/2018/08/IMG_9210_male-600x900.jpg,"Śmietanka słonecznikowa: 1/2 szklanki słonecznka; 2/3 szklanki wody 1/2 łyżeczki soku z cytryny lub octu szczypta soli; Makaron:; 250 g makaronu sól; 1/4 cebuli oliwa; 200 g kurek; 1/2 łyżeczki syropu z agawy lub dowolnego słodzika 1 łyżeczka soku z cytryny 1 łyżka płatków drożdżowych, opcjonalnie sól i pieprz; oraz: posiekana pietruszka, czarny pieprz dodatkowo: kawałek ściereczki, gazy lub tetrowej pieluchy","W czajniku zagotować wrzątek i zalać ziarna słonecznika. Pozostawić na kwadrans.
W międzyczasie w dużym garnku zagotować osoloną wodę na makaron. Cebulę pokroić w kostkę, małe kurki pozostawić w całości, a duże przekroić na pół.
Przygotować śmietankę: namoczony słonecznik odcedzić, przełożyć do wysokiego naczynia blendera. Dodać odmierzoną wodę, sok z cytryny oraz sól i blendować przez 1 – 3 minuty. Kiedy płyn będzie biały, a kawałeczki słonecznika małe, odcedzić przez gazę do pudełeczka. To, co zgromadzi się w pudełeczku to gotowa słonecznikowa śmietanka.
Przygotować sos i makaron: do gotującej się osolonej wody wrzucić makaron, w tym czasie zrobić sos. Na dnie dużej patelni rozgrzać oliwę, dodać cebulkę i smażyć 1 minutę do czasu, aż zrobi się przezroczysta. Wtedy zwiększyć ogień i dorzucić kurki, smażyć przez 1 minutę nie mieszając. Po tym czasie dodać syrop z agawy, sok z cytryny i smażyć ostatnie kilkanaście sekund.
Połączyć wszystkie składniki: Dodać śmietankę, pietruszkę, sporą szczyptę soli, pieprzu oraz płatki drożdżowe, jeśli mamy je pod ręką. Podgrzewać 1 – 2 minuty, aby sos lekko zgęstniał. W tym czasie odcedzić makaron, dodać do kurek w sosie, podgrzewać ostatnią minutę i podawać. Dobrze smakuje z dodatkowym czarnym pieprzem na wierzchu.",Dania główne,woda cytryna sól cebula
Leczo z boczniakami,https://www.jadlonomia.com/wp-content/uploads/2018/08/IMG_8955_male-600x900.jpg,"2 cebule 2 – 4 łyżki oleju; 3 papryki czerwone 2 łyżeczki papryki słodkiej 1 łyżeczki papryki wędzonej 1/2 łyżeczki papryki ostrej; 2 cukinie; 1 puszka krojonych pomidorów lub kilogram świeżych pomidorów, obranych i pokrojonych w kostkę sól i pieprz; Składniki na boczniaki: 250 g boczniaków olej; 3 łyżki sosu sojowego 1/2 łyżeczki cukru trzcinowego duża szczypta czarnego pieprzu; do podania: pieczywo lub ulubiona kasza","Cebule pokroić w półksiężyce, jeśli są bardzo duże przekroić jeszcze raz na pół. Na dnie dużego garnka rozgrzać olej i dodać cebulę, smażyć na średnim ogniu przez 2 – 3 minuty.
W tym czasie papryki przekroić na pół, wydrążyć gniazda nasienne i pokroić w grube paski. Tak pokrojoną paprykę dorzucić do cebuli razem ze wszystkimi rodzajami sproszkowanej papryki, zwiększyć ogień i smażyć przez 4 – 6 minut.
W międzyczasie cukinię pokroić w grubą kostkę, a boczniaki pokroić wzdłuż blaszek na mniejsze kawałki. Do podsmażonej papryki dodać cukinie, krojone pomidory, sporą szczyptę soli oraz pieprzu i przykryć garnek. Gotować pod przykryciem przez 10 minut.
Na patelni rozgrzać niedużą ilość oleju. Wrzucić boczniaki,nie mieszaći smażyć przez minutę, aby się zezłociły. Obrócić smażyć kolejną minutę, po czym dodać sos sojowy, cukier oraz czarny pieprz. Intensywnie zamieszać, aby boczniaki równo pokryły się sosem sojowym, a gdy sos odparuje zdjąć patelnią z ognia.
Kiedy warzywa w leczo będą miękkie dorzucić do nich usmażone boczniaki, dokładnie wymieszać i gotować jeszcze minutę. Podawać z ulubioną kaszą lub pieczywem. Bardzo dobrze smakuje następnego dnia.",Dania główne,cebula olej papryka pomidor sól sos cukier
Dal z kalafiora,https://www.jadlonomia.com/wp-content/uploads/2018/07/IMG_8515_maleN-600x900.jpg,"1 1/4 szklanki czerwonej soczewicy 1/2 puszki mleczka kokosowego / 200 ml 2 szklanki wody sól; 1 cebula 1 łyżeczka kuminu, mielonego 1/2 łyżeczki kurkumy 1/2 łyżeczki ziarnen kolendry, mielonej 1/4 łyżeczki kuminu, całego 1/4 łyżeczki cynamonu szczypta chili 3 łyżki oleju; 1/2 kalafiora / 500 g; 2 pomidory malinowe do podania: świeża kolendra lub pietruszka, sok z cytryny","Czerwoną soczewicę wsypać do dużego garnka, zalać zimną woda i dokładnie opłukać. Wodę odlać na sitku, czynnoś powtórzyć dwukrotnie.
Nastepnie opłukaną soczewicę zalać odmierzonymi szklankami wody, dodać sól i gotować pod przykryciem na małym ogniu przez 10 – 12 minut, czyli do momentu, aż zmięknie.
W międzyczasie cebulę pokroić w kostkę, surowego kalafiora zetrzeć na tarce; a pomidory pokroić w kostkę. Garstkę starego kalafiora odsypać na bok, będzie potrzebny do podania gotowego dalu.
Na dnie dużej patelni rozgrzać 3 łyżki oleju. Dodać cebulę wraz ze wszystkimi przyprawami i smażyć przez 2 minuty. Nastepnie wyspać startego kalafiora i smażyć kolejne 2 – 3 minuty. Po tym czasie dodać pomidory i dusić ostatnie 3 – 4 minuty.
Zawartość patelni zsunąć do garnka z soczewicą, dodać kokosowe mleczko. Gotować ostatnie 2 – 5 minut, doprawić do smaku solą i podawać z garstką startego kalafiora, świeżą kolendrą lub pietruszką i skropione sokiem z cytryny.",Dania główne,woda sól cebula cynamon olej pomidor cytryna
Kaszotto z młodą kapustą,https://www.jadlonomia.com/wp-content/uploads/2018/06/IMG_7831male-600x900.jpg,"1 cebula 1/4 łyżeczki wędzonej papryki szczypta soli szczypta pieprzu oliwa lub olej; 1 ząbek czosnku; 1 szklanka kaszy gryczanej 1/4 szklanki białego wina lub cydru, opcjonalnie; 2 szklanki bulionu 1 łyżeczka sosu sojowego; 300 g młodej kapusty; 1 puszka ciecierzycy garść koperku garść szczypiorku sól i czarny pieprz","Cebulę pokroić w kostkę. Na dnie dużej patelni rozgrzać oliwę, dodać cebulę, paprykę wędzoną, sól oraz czarny pieprz i smażyć przez 2 minuty.
W tym czasie grubo posiekać czosnek, dodać do cebulki i smażyć przez kilkanaście sekund. Wsypać kaszę gryczaną, dokładnie wymieszać i wlać wino. Zwiększyć ogień do maksymalnego i poczekać aż wino odparuje, co zajmie około minuty.
Kiedy wino odparuje dodać bulion, sos sojowy i gotować bez przykrycia  przez 10 – 12 minut.
W czasie kiedy kasza się gotuje kapustę drobno posiekać, koper oraz szczypiorek posiekać, a ciecierzycę odcedzić – płyn z ciecierzycy warto przelać do kubeczka i zachować nawegański majonez.
Gdy większość bulionu odparuje i kasza będzie al dente dodać kapustę. Mieszać i dusić do momentu, aż kasza i kapusta będą miękkie, czyli około 4 – 5 minut.
Na koniec dodać cieciorkę, zioła i dusić ostatnią minutę. Doprawić do smaku solą oraz pieprzem, najlepiej smakuje z ogórkiem małosolnym.",Dania główne,cebula papryka sól olej czosnek sos kapusta
Pieczone białe szparagi z ziemniakami,https://www.jadlonomia.com/wp-content/uploads/2018/05/IMG_7197-2_male-600x900.jpg,3 – 4 ziemniaki 1 łyżeczka oleju szczypta soli; 1 pęczek białych szparagów 1/2 – 1 łyżeczka oleju szczypta soli; 4 łyżki oliwy 1 łyżka soku z cytryny 1 łyżeczka musztardy francuskiej 1/4 łyżeczki syropu z agawy lub innego słodzika sól i czarny pieprz oraz do podania: świeży koper,"Piekarnik rozgrzać do 200 stopni. W tym czasie ziemniaki obrać i pokroić na ósemki. Szparagom odciąć zdrewniałe końcówki, obrać i pokroić na kawałki długości około 4 – 5 cm.
Ziemniaki wsypać do miski, dodać olej, sól i dokładnie je natrzeć. Wysypać na blachę wyłożoną papierem do pieczenia i piec przez 10 – 12 minut. W międzyczasie do tej samej miski włożyć szparagi i również natrzeć olejem i solą. Kiedy ziemniaki zaczną się rumienić blachę wysunąć i dodać szparagi, dokładnie wymieszać i piec kolejne 10 minut.
W czasie gdy szparagi się pieką posiekać koper, a w szklance wymieszać wszystkie składniki sosu. Gotowe szparagi i ziemniaki polać sosem, posypać dużą ilością kopru i podawać na stół. Można zjeść bez żadnych dodatków lub z surówką z młodej kapusty, dobre na gorąco i na zimno.",Dania główne,ziemniak olej sól cytryna koper
Tajskie boczniaki,https://www.jadlonomia.com/wp-content/uploads/2018/04/IMG_6744_male-600x900.jpg,500 g boczniaków 2 łyżki oleju spora szczypta pieprzu spora szczypta soli; Sos: 3 łyżki soku z limonki 1 1/2 łyżki sosu sojowego 1 łyżeczka cukru trzcinowego 1 trawa cytrynowa kawałek chili lub innej ostrej papryczki; 2 szalotki garść mięty garść kolendry mała garść szczypiorku,"Boczniaki pokroić w paski, wrzucić do dużej miski. Dodać olej, sól oraz pieprz i dokładnie wymieszać.
Mocno rozgrzać dużą patelnię grillową, dodać boczniaki i zgrillować na złoto z obydwu stron. Jeszcze lepiej smakują zgrillowane na prawdziwym grillu, w zależności od żaru zajmuje to od 8 do 15 minut.
W międzyczasie gdy grzyby się grillują bardzo drobno posiekać trawę cytrynową i wymieszać z pozostałymi składnikami sosu. Spróbować i w razie potrzeby dodać szczyptę cukru lub sosu sojowego więcej. Szalotkę pokroić w paseczki, a zioła podrzeć.
Zgrillowane boczniaki ponownie włożyć do miski, w której były nacierane, wymieszać z sosem, szalotkami oraz połową ziół. Przełożyć na półmisek i obsypać resztą ziół. Dobre na ciepło oraz na zimno następnego dnia.",Dania główne,olej sól limonka sos cukier
Wegański gulasz węgierski,https://www.jadlonomia.com/wp-content/uploads/2018/03/IMG_6332male-600x900.jpg,"Składniki na pastę gulaszową: 2 cebule 4 łyżki oleju; 2 łyżki słodkiej papryki 1 łyżka ostrej papryki 1/2 łyżeczki wędzonej papryki 1 łyżeczka nasion kminku szczypta soli i cukru; 2/3 szklanki wody; Składniki na gulasz: 2 marchewki / 500 g 1/3 selera / 250 g 1 pietruszka / 150 g 3 – 4 łyżki oleju; 500 g pieczarek; 1 szklanka czerwonego wina, wytrawnego lub półwytrawnego 1 – 1 1/2 szklanki bulionu warzywnego 2 łyżki sosu sojowego sól do podania: bułeczka lub ulubiona kasza","Cebulę pokroić w półksiężyce. Na dnie patelni (do której macie pokrywkę) rozgrzać olej, dodać cebulę i smażyć na średnim ogniu przez 3 minuty, czyli do momentu, aż zacznie robić się przezroczysta. Następnie dodać przyprawy i smażyć na małym ogniu przez kolejne 3 minuty. Po upływie tego czasu do cebuli z przyprawami wlać wodę, patelnię przykryć i dusić wszystko przez 10 minut.
W tym czasie marchewki, seler i pietruszki obrać, a następnie pokroić w grubą kostkę. Pieczarki pokroić na ćwiartki lub połówki.
Z ugotowanej cebuli zrobić pastę: wszystko przelać do kubeczka blendera i zblendować.
Na dnie dużego garnka rozgrzać olej i dodać pokrojone warzywa korzeniowe. Smażyć przez 10 minut na średnim ogniu, przez pierwsze 2 minuty nie mieszać, a potem mieszać jak najrzadziej – warzywa mają się zrumienić i być złote.
Po upływie tego czasu, kiedy warzywa będą złote i lekko miękkie dodać pieczarki, wymieszać aby znalazły się bliżej dna garnka i smażyć tak jak warzywa korzeniowe, czyli na chwilę je zostawić. Potem smażyć jeszcze 4 – 5 minut, mieszając jak najrzadziej.
Do miękkich warzyw dodać pastę, czerwone wino, bulion i sos sojowy. Przykryć i gotować przez 10 minut, na koniec doprawić solą. Jeśli jest za rzadki, pogotować kolejne 5 – 10 minut bez pokrywki. Podawać tradycyjnie z bułeczką, kluskami albo z ulubioną kaszą, do tego bardzo dobrze smakuje z kiszonymi ogórkami.",Dania główne,cebula olej papryka sól cukier woda seler sos
Kowbojska zupa z fasoli,https://www.jadlonomia.com/wp-content/uploads/2018/01/IMG_4975_male-600x900.jpg,"2 cebule; 2 ząbki czosnku 1 – 2 papryczki jalapeño lub inne, bez pestek olej; 2 łyżeczki papryki wędzonej 1/4 łyżeczki ostrej papryki 1/2 łyżeczki mielonego kuminu 1/2 łyżeczki mielonej kolendry 1/4 łyżeczki suszonego oregano 1/4 łyżeczki suszonego tymianku szczypta cynamonu; 1 puszka pomidorów krojonych; 2 puszki białej fasoli 2 puszki czerwonej fasoli 3 szklanki bulionu 1 -2 łyżki sosu sojowego; 1 – 2 łyżeczki octu winnego lub soku z cytryny sól oraz: garść kolendry","Cebule obrać, przekroić na pół i opalić na kuchence, tak jak do rosołu. Następnie odłożyć na bok do przestudzenia.
W międzyczasie czosnek oraz jalapeño posiekać, a fasolę odcedzić. Przestudzone cebule drobno posiekać. Na dnie dużego garnka rozgrzać olej, dodać cebule i smażyć przez 3 – 4 minuty.
Do podsmażonej cebuli dodać czosnek oraz jalapeno, smażyć kolejne 30 sekund, po czym dodać wszystkie przyprawy i smażyć kolejne 30 sekund dokładnie mieszając. Dodać pomidory i dusić przez 2 – 3 minuty.
Dodać fasolę, bulion, sos sojowy oraz szczyptę soli, przykryć i gotować przez 10 – 15 minut. Na koniec do pojemnika blendera odlać 3 chochelki zupy, dodać ocet, dużą garść kolendry i wszystko zmiksować na gładki krem. Wlać z powrotem do garnka, doprawić do smaku solą oraz ewentualnie większą ilością octu. Zupę podawać gorącą ze świeżą kolendrą na wierzchu.",Dania główne,cebula czosnek olej papryka tymianek cynamon pomidor sos cytryna sól
Meksykańskie boczniaki pibil,https://www.jadlonomia.com/wp-content/uploads/2017/12/IMG_4882-copy_male-600x900.jpg,"3 ząbki czosnku; 1 łyżeczka ostrej papryki 1 łyżeczka wędzonej papryki 1/4 łyżeczki oregano 1/4 łyżeczki kuminu 1/2 kulki jałowca 1/2 liścia laurowego na czubku noża: czarny pieprz i cynamon 3 łyżki oleju; 3 łyżki soku z pomarańczy 1 – 2 łyżeczki octu winnego 1 – 2 łyżeczki limonki 1 łyżka sosu sojowego 1 łyżeczka syropu klonowego 1/4 łyżeczki soli; 500 g boczniaków 1 cebula; do podania: kolendra, świeża czerwona cebula, ryż lub tortille","Piekarnik rozgrzać do 200 stopni. Ząbki czosnku w skórce opalić nad kuchenką gazową albo uprażyć na bardzo mocno rozgrzanej, suchej patelni. Następnie obrać i zostawić.
Na małym palniku delikatnie rozgrzać małą patelnię z olejem. Dodać wszystkie przyprawy i smażyć dokładnie mieszając przez 30 sekund, zdjąć z ognia.
Do kubeczka blendera dodać zawartość patelni, ząbki czosnku oraz wszystkie pozostałe składniki poza boczniakami. Zblendować na gładki, gęsty sos. Boczniaki pociąć na grube paski wzdłuż blaszek i włożyć do dużej miski.
Na boczniaki wylać sos z blendera, bardzo dokładnie je natrzeć przy pomocy dłoni, a następnie wysypać na blachę wyłożoną papierem do pieczenia. Cebulę pokroić w półksiężyce i wysypać na wierzch boczniaków. Wsunąć do piekarnika i piec przez 18 – 20 minut, w trakcie pieczenia raz wymieszać boczniaki. Podawać z kolendrą, ryżem lub w tacoasach, dobrze smakuje też z kawałkami świeżej cebulki albo prażonymi pestkami.",Dania główne,czosnek papryka cynamon olej limonka sos sól cebula ryż tortille
Pieczony kalafior z orzechami,https://www.jadlonomia.com/wp-content/uploads/2017/06/IMG_3332-2_male-600x900.jpg,"1 kalafior 2 – 3 łyżki oleju, z pestek winogron lub innego jak do smażenia 1/4 łyżeczki płatków chili 1/4 łyżeczki soli; 1/2 szklanki orzechów laskowych; 1/4 czerwonej cebuli 15 pomidorków koktajlowych 1/4 pęczka pietruszki 2 łyżki kaparów; 2 łyżki soku z cytryny 2 łyżki oliwy z oliwek 1/2 łyżeczki syropu z agawy sól i czarny pieprz","Piekarnik rozgrzać do 200 stopni. Kalafiora przy pomocy małego nożyka podzielić na różyczki, a pozostałą łodygę pokroić w grubą kostkę i wszystko wrzucić do dużej miski. Do miski dodać olej, sól oraz chili i wszystko bardzo dokładnie natrzeć dłońmi, masując kalafiora przez kilkanaście sekund.
Tak przygotowanego przerzucić na dużą blachę wyłożoną papierem do pieczenia i piec przez 20 – 25 minut. Miski, w której był nacierany kalafior nie myć tylko odstawić na bok – przyda się na końcu.
Bardzo mocno rozgrzać patelnię. Wsypać orzechy laskowe i prażyć je do momentu, aż będą mocno rumiane i intensywnie pachnące. Przesypać je wtedy na kuchenną ściereczkę i pocierać nią tak długo, aż z orzechów zejdzie skórka.
Cebulę pokroić w cienkie plasterki, pomidorki pokroić na połówki, kapary oraz pietruszkę posiekać, a obrane ze skórki orzechy laskowe pokroić na połówki.
Gdy minie czas i kalafior będzie upieczony, podzielić go na mniejsze kawałki i przełożyć do naszykowanej miski. Dodać do niego wszystkie pozostałe składniki i dokładnie wymieszać. Na koniec doprawić do smaku solą oraz pieprzem i podawać – wspaniale smakuje na zimno i na gorąco.",Dania główne,kalafior olej winogrono sól cebula pietruszka cytryna
Ciecierzyca po bretońsku,https://www.jadlonomia.com/wp-content/uploads/2017/04/IMG_1275-copy_male-600x900.jpg,"1 cebula czerwona 4 liście laurowe 2 ziarna ziela angielskiego 2 ziarna pieprzu olej roślinny do smażenia; 4 puszki ciecierzycy, odcedzone; 1 łyżeczka wędzonej papryki 1 łyżeczka słodkiej papryki 1/2 łyżeczki ostrej papryki 1/2 łyżeczka mielonego kminku, opcjonalnie 1/2 łyżeczki mielonego kuminu, opcjonalnie 1 łyżeczka majeranku, suszonego ½ łyżeczki pietruszki, suszonego; 500 g przecieru pomidorowego 4 łyżki koncentratu pomidorowego ½ – ¾ szklanki wody 1 łyżka sosu sojowego sól i czarny pieprz","Cebulę pokroić w kostkę. Na dnie garnka rozgrzać olej, dodać cebulę oraz liście laurowe, ziele angielskie i ziarna pieprzu. Smażyć przez 2 – 3 minuty do czasu, aż cebula będzie złota.
Wtedy dodać ciecierzycę, dokładnie wymieszać i dodać wszystkie pozostałe przyprawy. Smażyć minutę po czym dodać pozostałe składniki.
Garnek przykryć i gotować przez 7 – 15 minut. Na koniec doprawić do smaku solą oraz pieprzem, podawać z chlebem lub z ulubioną kaszą.",Dania główne,cebula olej papryka pietruszka woda sos sól
