title,image_url,ingredients,instructions,category
Daktylowe tartaletki z piernikowym kremem,http://ervegan.com/wp-content/uploads/2015/12/babeczki-piernikowe-8787-3.jpg,"['Składnikina około 5 babeczek:krem: ¾ szklanki suchej kaszy jaglanejokoło 2 szklanki mleka sojowego lub ryżowego2–3 łyżeczki przyprawy piernikowej (najlepiej domowej mieszanki cynamonu, imbiru, kardamonu i anyżu)3 kostki gorzkiej czekolady1–2 łyżeczki\xa0kakao2 łyżki syropu klonowego lub dowolnego słodu/zamiennika cukru½łyżeczki ekstraktu waniliowego (opcjonalnie)szczypta solispód: 1 szklanka migdałów i nerkowcówokoło ½ szklanki ziaren słonecznikaokoło 10 sztuk namoczonych we wrzątku daktyli1 łyżka oleju kokosowego (opcjonalnie)dopodania: płatki migdałów, wiórki czekoladowe, otarta skórka pomarańczyWydrukuj przepis', '1. Mieszankę orzechów i ziaren słonecznika zmiksuj w malakserze (lub zmiel w młynku do kawy) i dodaj namoczone daktyle miksując, aż się połączą w jedną masę łatwą do formowania.2. Aluminiowe lub porcelanowe foremki wyłóż folią spożywczą. Masę daktylowo-orzechową ugnieć w foremkach i odstaw do ochłodzenia w lodówce.3. Kaszę jaglana przepłucz wrzątkiem i gotuj w 1½ szklanki mleka sojowego. Gdy będzie miękka dodaj kostki czekolady i mieszaj, aż się w niej rozpuszczą. Dodaj kakao, przyprawy, syrop klonowy i ewentualnie pozostałe mleko, aż do uzyskania pożądanej konsystencji – krem w miarę obniżania swojej temperatury w czasie będzie gęstnieć.4. Jeszcze lekko ciepły krem nałóż łyżką na przygotowane spody tartaletek i odstaw do ostygnięcia, a następnie przełóż do lodówki.5. Podawaj oprószone płatkami migdałowymi, wiórkami czekoladowymi i koniecznie otartą skórką pomarańczy.Smacznego!']","['1. Mieszankę orzechów i ziaren słonecznika zmiksuj w malakserze (lub zmiel w młynku do kawy) i dodaj namoczone daktyle miksując, aż się połączą w jedną masę łatwą do formowania.2. Aluminiowe lub porcelanowe foremki wyłóż folią spożywczą. Masę daktylowo-orzechową ugnieć w foremkach i odstaw do ochłodzenia w lodówce.3. Kaszę jaglana przepłucz wrzątkiem i gotuj w 1½ szklanki mleka sojowego. Gdy będzie miękka dodaj kostki czekolady i mieszaj, aż się w niej rozpuszczą. Dodaj kakao, przyprawy, syrop klonowy i ewentualnie pozostałe mleko, aż do uzyskania pożądanej konsystencji – krem w miarę obniżania swojej temperatury w czasie będzie gęstnieć.4. Jeszcze lekko ciepły krem nałóż łyżką na przygotowane spody tartaletek i odstaw do ostygnięcia, a następnie przełóż do lodówki.5. Podawaj oprószone płatkami migdałowymi, wiórkami czekoladowymi i koniecznie otartą skórką pomarańczy.Smacznego!']",Desery
Gorąca czekolada Oreo – ekspresowe kakao,https://ervegan.com/wp-content/uploads/2015/12/goraca-czekolada-kakao-oreo-8591-2.jpg,[],[],Desery
Najłatwiejsze kulki mocy,https://ervegan.com/wp-content/uploads/2015/11/energetyczne-kulki-mocy-8569.jpg,[],[],Desery
Idealne racuchy z jabłkami – bez jajek,https://ervegan.com/wp-content/uploads/2015/11/racuchy-z-jablkami-ervegan.jpg,[],[],Desery
Najlepsze ciastka owsiane – pełne energii,http://ervegan.com/wp-content/uploads/2015/11/ciastka-owsiane-8342.jpg,"['Składniki na ok. 10 sporych ciastek\xa0lub\xa0kilkanaście mniejszych:3¼ szklanki płatków\xa0owsianych1½ szklanki ugotowanej białej fasoli¼ szklanki oleju kokosowego lub rzepakowego¼ szklanki syropu klonowego (lub ulubionego słodu: ryżowego, z agawy; a od biedy po prostu syropu cukrowego)1 łyżka siemienia lnianego1 łyżeczka proszku do pieczenia1 łyżeczka sody oczyszczonej2 łyżeczki cynamonu1 łyżeczka imbiru½ gałki muszkatołowej1 łyżeczka ekstraktu waniliowego1 łyżeczka soliotarta skórka z 1 pomarańczy⅓ szklanki suszonych moreli (lub ulubionych suszonych owoców)¼ szklanki rodzynek¼ szklanki pestek dyni (lub nasion słonecznika)¼ szklanki jabłkowego purée (ewentualnie można pominąć)Wydrukuj przepis', '1. Piekarnik nagrzej do 190°C, a na blachę wyłóż papier do pieczenia.2. Siemię lniane zmiel w młynku, zalej 3 łyżkami ciepłej wody i odstaw, aż zgęstnieje.3. Jedną szklankę płatków owsianych zmiel w młynku na mąkę i przesyp je do większej miski, a następnie dodaj resztę niezmielonych płatków\xa0oraz\xa0proszek do pieczenia, sodę, przyprawy,\xa0sól.4. Fasolę zmiksuj blenderem na gładką masę. Dodaj\xa0olej kokosowy, syrop klonowy, skórkę z pomarańczy, żel z siemienia, purée jabłkowe\xa0i ekstrakt z wanilii\xa0i zmiksuj ponownie na gładką masę.5. Fasolowe purée z dodatkami przełóż do dużej misy z płatkami owsianymi i wymieszaj razem z suszonymi morelami, rodzynkami i pestkami dyni. Użyj do tego zwilżonych dłoni.6. Z masy zrób\xa0około 10 kulek: spłaszcz je, formując kształt ciastek albo batoników. Bez problemu możesz też zrobić mniejsze ciastka – wtedy wyjdzie ich zdecydowanie więcej. Umieść je na papierze do pieczenia i piecz przez około 15–20 minut, aż zbrązowieją, ale uważaj, aby nie wyschły! Przed jedzeniem dokładnie je ostudź. Smacznego!Ciastka przechowuj szczelnie zamknięte do max. tygodnia\xa0(w zamrażalniku nawet do miesiąca).']","['1. Piekarnik nagrzej do 190°C, a na blachę wyłóż papier do pieczenia.2. Siemię lniane zmiel w młynku, zalej 3 łyżkami ciepłej wody i odstaw, aż zgęstnieje.3. Jedną szklankę płatków owsianych zmiel w młynku na mąkę i przesyp je do większej miski, a następnie dodaj resztę niezmielonych płatków\xa0oraz\xa0proszek do pieczenia, sodę, przyprawy,\xa0sól.4. Fasolę zmiksuj blenderem na gładką masę. Dodaj\xa0olej kokosowy, syrop klonowy, skórkę z pomarańczy, żel z siemienia, purée jabłkowe\xa0i ekstrakt z wanilii\xa0i zmiksuj ponownie na gładką masę.5. Fasolowe purée z dodatkami przełóż do dużej misy z płatkami owsianymi i wymieszaj razem z suszonymi morelami, rodzynkami i pestkami dyni. Użyj do tego zwilżonych dłoni.6. Z masy zrób\xa0około 10 kulek: spłaszcz je, formując kształt ciastek albo batoników. Bez problemu możesz też zrobić mniejsze ciastka – wtedy wyjdzie ich zdecydowanie więcej. Umieść je na papierze do pieczenia i piecz przez około 15–20 minut, aż zbrązowieją, ale uważaj, aby nie wyschły! Przed jedzeniem dokładnie je ostudź. Smacznego!']",Desery
Dyniowy sernik jaglany,http://ervegan.com/wp-content/uploads/2015/10/dyniowy-sernik-jaglany-8003-2.jpg,[],[],Desery
Pełnoziarniste muffiny marchewkowe,http://ervegan.com/wp-content/uploads/2015/10/marchewkowe-muffiny-7545.jpg,"['Składnikina około 9 – 10 średnich muffinów:2 szklanki (około 250g) mąki pszennej pełnoziarnistej2 – 2½ szklanki marchewki startej na grubych oczkach tarki¾ szklanki (około 130g) cukru lub ksylitolu (robię\xa0pół na pół)½ szklanki łagodnego oleju (np. słonecznikowy, rzepakowy, ryżowy)1 szklanka mleka sojowego (najlepiej niesłodzonego)3 łyżki zmielonego siemienia lnianego1 łyżeczka sody oczyszczonej2 łyżeczki cynamonu1½ łyżeczki imbiru½ łyżeczki gałki muszkatołowej½ łyżeczki kardamonu½ łyżeczki soliszczypta pieprzukrem: niepełna szklanka orzechów nerkowca, namoczonych we wrzątku na kilka godzin1 łyżka oleju kokosowegoodrobina ekstraktu z wanilii (opcjonalnie)syrop klonowy do smakusok z około\xa0½ cytrynywoda/mleko roślinneszczypta soliWydrukuj przepis', '1. Do dużej miski przesiej mąkę, dodaj sodę oczyszczoną i przyprawy, zamieszaj.2. W średniej misce\xa0wymieszaj olej z cukrem, mlekiem roślinnym i siemieniem lnianym, odstaw na kilka minut. Utarty płyn przelej do dużej miski i dodaj następnie marchew. Wszystko dokładnie wymieszaj do połączenia się składników.3. Formę na muffiny wyłóż papilotkami i nakładaj do każdego dołka porcję ciasta, około 1½ łyżki. Włóż do wcześniej nagrzanego piekarnika na 180°C i piecz przez około 30 – 40 minut, aż włożony patyczek do ciasta nie będzie mokry. Muffiny są jednak pyszne, gdy są lekko wilgotne w środku, więc trzeba pilnować, by ich nie przesuszyć.4. W między czasie zmiksuj orzechy nerkowca z sokiem z cytryny, olejem kokosowym, syropem klonowym i odrobiną soli, aż do uzyskania odpowiedniej, kremowej konsystencji za pomocą dodatku wody i mleka roślinnego.5. Upieczone muffiny ostudź i dopiero wtedy nakładaj schłodzony w lodówce krem, a najlepiej przed samym podaniem. Gotowe! Muffiny są jeszcze lepsze drugiego dnia przechowywane w zamkniętej szafce. Smacznego!']",[],Desery
Pełnoziarniste placuszki z dyniowym musem i figami,http://ervegan.com/wp-content/uploads/2015/09/placuszki-z-musem-dyniowym-6504.jpg,"['Składnikina około 5 sztuk średnich placuszków:½ szklanki pszennej mąki pełnoziarnistej½ szklanki płatków owsianych górskich¾ szklanki mleka sojowego1 łyżka syropu klonowego1 ½ łyżeczki octu½ łyżeczki proszku do pieczenia1 łyżeczka sody oczyszczonejszczypta soli1 łyżeczka oleju rzepakowego (opcjonalnie)olej do smażeniado podania: kilka łyżekpurée z dyni1 łyżeczka cynamonu½ łyżeczki gałki muszkatołowejkilka łyżek stałej części mleka kokosowego2 świeże figiWydrukuj przepis', '1. W małej misce wymieszaj mleko sojowe z octem i syropem klonowym. Dodaj płatki owsiane, olej\xa0i\xa0porządnie wymieszaj, następnie odstaw na bok na kilka minut.2. W drugiej\xa0małej misce wymieszaj mąkę z sodą oczyszczoną, proszkiem do pieczenia i\xa0szczyptą soli.3. Suche składniki przesiej do mokrych cały czas mieszając, aż dobrze się połączą.4. Na rozgrzanej patelni smaż małe porcje placuszków z dwóch stron.5. Do musu dyniowego dodaj cynamon oraz gałkę muszkatołową i podawaj go razem z\xa0pankejkami, kleksem mleka kokosowego oraz pokrojonymi figami. Smacznego!']",[],Desery
Ciastka z masła orzechowego z czekoladą,http://ervegan.com/wp-content/uploads/2015/09/ciastka-z-masla-orzechowego-6393.jpg,"['Składnikina około 15 ciastek:1 szklanka masła orzechowego100 ml syropu klonowego, z agawy, ryżowego (dowolnego ulubionego)około 10 sztuk, daktyli namoczonych wcześniej w wodzie przez kilkanaście minut¾ szklanki mąki ryżowej (najlepiej z ryżu brązowego)¾ – 1 tabliczka gorzkiej, wegańskiej czekolady1 łyżeczka oleju kokosowego (opcjonalnie)odrobina ekstraktu waniliowego (opcjonalnie)szczypta soliWydrukuj przepis', '1. Do większej miski przełóż masło orzechowe, dodaj do niego syrop klonowy, ekstrakt waniliowy i wymieszaj.2. Następnie dodaj posiekane daktyle i połowę ilości czekolady, również posiekanej na małe kawałki. Wymieszaj i dodaj mąkę ryżową ze szczyptą soli. Wyrób ciasto rękoma.3. Piekarnik nagrzej na 190 stopni, a na blasze wyłożonej papierem do pieczenia formuj małe ciasteczka za pomocą zwilżonych dłoni. Około 1 łyżka na jedno ciastko.4. Wstaw do nagrzanego piekarnika i piecz przez około 10 – 15 minut, cały czas kontrolując, aby\xa0się\xa0za bardzo nie przypiekły. Po upieczeniukoniecznie odstaw do ostygnięciaprzed ściąganiem z blaszki.5. Pozostałą czekoladę roztop z kąpieli wodnej wraz z olejem kokosowym i polej nią ostygnięte ciastka. Smacznego!']","['1. Do większej miski przełóż masło orzechowe, dodaj do niego syrop klonowy, ekstrakt waniliowy i wymieszaj.2. Następnie dodaj posiekane daktyle i połowę ilości czekolady, również posiekanej na małe kawałki. Wymieszaj i dodaj mąkę ryżową ze szczyptą soli. Wyrób ciasto rękoma.3. Piekarnik nagrzej na 190 stopni, a na blasze wyłożonej papierem do pieczenia formuj małe ciasteczka za pomocą zwilżonych dłoni. Około 1 łyżka na jedno ciastko.4. Wstaw do nagrzanego piekarnika i piecz przez około 10 – 15 minut, cały czas kontrolując, aby\xa0się\xa0za bardzo nie przypiekły. Po upieczeniukoniecznie odstaw do ostygnięciaprzed ściąganiem z blaszki.5. Pozostałą czekoladę roztop z kąpieli wodnej wraz z olejem kokosowym i polej nią ostygnięte ciastka. Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!Uwaga, ciacha są pyszne i znikają w sekundzie, ale trzeba pamiętać, że bazują na maśle orzechowym i syropie klonowym, więc sporej ilości tłuszczu (ale spoko tłuszczu!) i kilokalorii. Jedzcie rozsądnie,albo się nie przejmujcie!']",Desery
Orzechowe lody z solonym karmelem z daktyli,http://ervegan.com/wp-content/uploads/2015/09/weganskie-lody-orzechowe-z-solonym-karmelem-.jpg,"['Składnikina około 2–3 porcje:2–3 garści zamrożonych bananów pokrojonych wcześniej na plasterki3 łyżki masła orzechowego (można więcej do smaku) i dodatkowo 1 łyżeczka do\xa0karmeluokoło 5 sztuk suszonych daktylisól gruboziarnista bądź zwykłaorzeszki do podaniaWydrukuj przepis', '1. Daktyle zalej odrobiną wrzątku, do poziomu aż zostaną przykryte. Gdy się namoczą, odlej wodę do szklanki i miksuje je z dodatkiem jednej łyżeczki masła orzechowego, dopraw solą do smaku. W razie potrzeby podczas miksowania dodaj odrobinę wody\xa0pozostałej moczenia.2. Banany przełóż do dobrego i porządnego blendera wysokoobrotowego i odczekaj minutę dodając w między czasie masło orzechowe. Zmiksuj wszystko na gładką masę lodową.3. Do wafelka lub do głębokiej miski, nałóż\xa0łyżką do lodów pojedyncze gałki, polej odrobiną karmelu i posyp posiekanymi orzeszkami oraz solą gruboziarnistą. Smacznego!']","['1. Daktyle zalej odrobiną wrzątku, do poziomu aż zostaną przykryte. Gdy się namoczą, odlej wodę do szklanki i miksuje je z dodatkiem jednej łyżeczki masła orzechowego, dopraw solą do smaku. W razie potrzeby podczas miksowania dodaj odrobinę wody\xa0pozostałej moczenia.2. Banany przełóż do dobrego i porządnego blendera wysokoobrotowego i odczekaj minutę dodając w między czasie masło orzechowe. Zmiksuj wszystko na gładką masę lodową.3. Do wafelka lub do głębokiej miski, nałóż\xa0łyżką do lodów pojedyncze gałki, polej odrobiną karmelu i posyp posiekanymi orzeszkami oraz solą gruboziarnistą. Smacznego!']",Desery
Surowe ciasto marchewkowe z kremem z nerkowców,http://ervegan.com/wp-content/uploads/2015/08/surowe-ciast-marchewkowe-5543-2.jpg,"['Składnikina formę około 18cm:spód: 1 szklanka suszonych moreli, dobrze namoczonych w wodzie1 szklanka migdałów1 łyżeczka oleju kokosowegomasa: 3–4 średnie marchewki = około 3 szklanki startej marchewkipół szklanki wiórków kokosowych1 szklanka daktyli, namoczonych dobrze w wodzie1 szklanka orzechów włoskich2 łyżeczki cynamonupół łyżeczki gałki muszkatołowejszczypta solikrem: spora szklanka orzechów nerkowca, namoczonych przez noc1 łyżka oleju kokosowegomiąższ wyłuskany z 1 laski wanilii (bądź pasta, ekstrakt itp. – opcjonalnie)1–2 łyżki syropu z agawy, bądź dowolnego innego (można również użyć odrobiny ksylitolu)sok z 1–2 cytryn, do smakudo podania: orzechy włoskie, laskowe, cynamon, kakao, skórka z cytrynyWydrukuj przepis']","[""1.SPÓD. Migdały zmiel w młynku, bądź blenderze z nasadką o nożach typu 'S’, następnie dodaj namoczone morele i miksuj, aż się połączą. Dodaj olej kokosowy i porządnie wyrób masę rękoma. Przełóż ją\xa0na wyłożoną folią spożywczą tortownicę i porządnie ugnieć zwilżonymi dłońmi spód ciasta. Tortownicę wstaw do lodówki.2.MASA. Marchew zetrzyj na małych oczkach tarki i połowę przełóż do naczynia blendera kielichowego, bądź wąskiej misy blendera ręcznego. Drugą połową przełóż do większej miski.3. Do naczynia blendera dodaj wiórki kokosowe, namoczone daktyle, orzechy oraz przyprawy. Wszystko dokładnie zblenduj na gładką, ciemnopomarańczową masę (powyżej: górne zdjęcie po prawej). Przełóż ją do większej misy, gdzie czeka starta marchewka. Dokładnie połącz ja ze zblendowaną masą i ew. dopraw do smaku przyprawami. Przełóż marchewkową masę do tortownicy, wyrównując powierzchnię i brzegi.4.KREM. Namoczone nerkowce przełóż do naczynia blendera kielichowego (typu Vitamix, ale z ręcznym \xa0też da radę, ewentualnie będzie potrzebny dodatek wody). Dodaj olej kokosowy, wanilię, syrop, odrobinę soku z cytryny i wody. Zmiksuj na gładką masę, dodając soku z cytryny do własnego upodobania i smaku. W razie potrzeby, dodaj więcej wody do miksowania.5. Gotowy krem z nerkowców przełóż do tortownicy, dokładnie i powoli go rozsmarowując. Wyrównaj powierzchnię i brzegi. Tortownicę włóż do zamrażalnika na około 2 godziny.6. Ciacho jest gotowe po około 1,5 – 2 godzinach, ma wtedy idealną kremową konsystencję. Po dłuższym czasie w zamrażalniku, bez problemu można przechowywać je w lodówce. Gotowe! Podawaj z pokruszonymi orzechami, oprószone cynamonem i skórką cytryny.""]",Desery
Jagodowy sernik jaglany na zimno,http://ervegan.com/wp-content/uploads/2015/07/sernik-jagodowy-5262.jpg,"['Składnikina formą około 21 cm średnicy:spód: 1,5 szklanki migdałów100g suszonych daktyli (kilkanaście sztuk, niepełna szklanka)niecała szklanka płatków owsianych (bądź szklanka wiórków kokosowych w wersji GF)1 łyżka oleju kokosowego (opcjonalnie)masa: 200g kaszy jaglanej (1 szklanka)100 ml syropu z agawy, do smakusok z 1 cytrynyniepełna szklanka orzechów nerkowca, namoczone na noc1 szklanka jagód leśnych (świeżych lub mrożonych)świeży miąższ kokosa, lub wiórki\xa0kokosoweświeża miętaWydrukuj przepis', '1.Spód: daktyle namocz we wrzątku przez kilka minut, a migdały zmiel na wióry (malakser, młynek), razem z płatkami owsianymi, bądź wiórkami kokosowymi. Namoczone daktyle zmiksuj na gładką pastę i połącz z mąką migdałowo-owsianą/kokosową i ewentualnie dodaj odrobinę wody i oleju kokosowego, aby masa się skleiła. Na wyłożoną blaszkę folią spożywczą wyłóż masę na spód i ugnieć palcami.\xa0Odłóż do lodówki do schłodzenia.2.Masa: kaszę jaglaną przepłucz, następnie zalej niecałymi 4 szklankami wody, lub mleka (objętość kaszy do płynu\xa0około 1 : 4) i gotuj na w o l n y m ogniu przez około 20 minut,\xa0aż kasza wchłonie całą wodę i mocno się rozklei, będzie bulgotać i pryskać\xa0(pod koniec przykryj przykrywką). Około 2 łyżki kaszy jaglanej dodaj do namoczonych nerkowców i mocno je zblenduj na gładką masę, następnie dodaj do pozostałej kaszy i zblenduj wszystko na gładką masę dodając syrop z agawy (stopniowo) oraz sok z cytryny (kontrolując cały czas smak masy, można dodawać więcej lub mniej). Poprawne ugotowanie kaszy jest bardzo ważne, podczas miksowania powinna\xa0zasychać już na krawędziach garnka. 2/3 masy wylej na schłodzony wcześniej spód i odstaw do ostygnięcia w chłodne miejsce. Resztę jaglanej masy zmiksuj z opłukanymi jagodami i rozlej ponownie na lekko zastygniętą białą masę.3. Sernik odłóż od ostygnięcia najlepiej na całą noc do lodówki. Następnego dnia zetrzyj świeży miąższ kokosa dekorując nim oraz świeżymi jagodami górę ciasta, dodając również listki mięty. \xa0Smacznego!']","['1.Spód: daktyle namocz we wrzątku przez kilka minut, a migdały zmiel na wióry (malakser, młynek), razem z płatkami owsianymi, bądź wiórkami kokosowymi. Namoczone daktyle zmiksuj na gładką pastę i połącz z mąką migdałowo-owsianą/kokosową i ewentualnie dodaj odrobinę wody i oleju kokosowego, aby masa się skleiła. Na wyłożoną blaszkę folią spożywczą wyłóż masę na spód i ugnieć palcami.\xa0Odłóż do lodówki do schłodzenia.2.Masa: kaszę jaglaną przepłucz, następnie zalej niecałymi 4 szklankami wody, lub mleka (objętość kaszy do płynu\xa0około 1 : 4) i gotuj na w o l n y m ogniu przez około 20 minut,\xa0aż kasza wchłonie całą wodę i mocno się rozklei, będzie bulgotać i pryskać\xa0(pod koniec przykryj przykrywką). Około 2 łyżki kaszy jaglanej dodaj do namoczonych nerkowców i mocno je zblenduj na gładką masę, następnie dodaj do pozostałej kaszy i zblenduj wszystko na gładką masę dodając syrop z agawy (stopniowo) oraz sok z cytryny (kontrolując cały czas smak masy, można dodawać więcej lub mniej). Poprawne ugotowanie kaszy jest bardzo ważne, podczas miksowania powinna\xa0zasychać już na krawędziach garnka. 2/3 masy wylej na schłodzony wcześniej spód i odstaw do ostygnięcia w chłodne miejsce. Resztę jaglanej masy zmiksuj z opłukanymi jagodami i rozlej ponownie na lekko zastygniętą białą masę.3. Sernik odłóż od ostygnięcia najlepiej na całą noc do lodówki. Następnego dnia zetrzyj świeży miąższ kokosa dekorując nim oraz świeżymi jagodami górę ciasta, dodając również listki mięty. \xa0Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!Masa jagodowa będzie rzadsza niż masa biała, jednak jeśli jest wykonana zgodnie z instrukcją to pięknie zastygnie i nie będzie się rozlewać. Opcjonalnie do wrzącej, ale już zmiksowanej masy można dodać łyżeczkę agaru, by ją odrobinę zagęścić. Przy użyciu agaru można również dorzucić więcej owoców, by wzmocnić jagodowy smak. Można też ewentualnie zmniejszyć ilość wody do gotowania, a w razie późniejszej potrzeby zwyczajnie ją dodać.']",Desery
Wyskokowy sorbet z arbuza,http://ervegan.com/wp-content/uploads/2015/07/IMG_5220.jpg,"['Arbuz zawiera w sobie ogromne ilości wody, więc po jego wypestkowaniu może puścić ogrom soku, który należy odlać i wypićArbuza najlepiej jest zamrażać pokrojonego w kostkę, po odsączeniu wody, w plastikowych woreczkach do mrożenia. Po zamrożeniu pojedyncze kostki zapewne się przytulą i zamrożą jako cała bryła, dlatego zaraz po wyjęciu z zamrażalnika należy je rozbić, najlepiej uderzając kilkukrotnie wałkiem do ciasta.', 'Składnikina kilka porcji:połowa lub ćwiartka dużego arbuzapół szklanki lub więcej ulubionego alkoholu (cydr, słodkie wino musujące, wódka)świeża miętaWydrukuj przepis', '1. Arbuza pokrój na mniejsze kawałki, wydłub pestki, a następnie pokrój na kilkucentymetrowe kostki. Przełóż do woreczka do mrożenia i włóż do zamrażalnika na kilka godzin.2. Zamrożonego arbuza przełóż do wysokoobrotowego blendera i dodaj alkohol i garść listków świeżej mięty. Zacznij miksować na wysokich obrotach, aż arbuz zostanie pokruszony na lód. Po chwili miksuj znowu uciskając masę popychaczem blendera w dół ku ostrzom, aż z masy uformuje się sorbet.3. Arbuzowe lody podawaj z kawałkami arbuza, bądź ulubionymi sezonowymi owocami i miętą. Smacznego!']","['1. Arbuza pokrój na mniejsze kawałki, wydłub pestki, a następnie pokrój na kilkucentymetrowe kostki. Przełóż do woreczka do mrożenia i włóż do zamrażalnika na kilka godzin.2. Zamrożonego arbuza przełóż do wysokoobrotowego blendera i dodaj alkohol i garść listków świeżej mięty. Zacznij miksować na wysokich obrotach, aż arbuz zostanie pokruszony na lód. Po chwili miksuj znowu uciskając masę popychaczem blendera w dół ku ostrzom, aż z masy uformuje się sorbet.3. Arbuzowe lody podawaj z kawałkami arbuza, bądź ulubionymi sezonowymi owocami i miętą. Smacznego!']",Desery
Miętowy sorbet z ogórka,http://ervegan.com/wp-content/uploads/2015/07/sorbet-z-ogorka-1-e1598019411614.jpg,"['Składnikina kilka porcji lodów:około 500g ogórków gruntowychsok z 1 małej cytryny2 łyżki syropu ryżowego (opcjonalnie)spora garść listków świeżej miętyWydrukuj przepis', '1. Ogórki porządnie umyj, przekrój wzdłuż na pół i pozbądź się nadmiaru pestek, a następnie pokrój ogórki na małe kawałki w kostkę. Przełóż je do woreczka foliowego do zamrażania i przełóż do zamrażalnika, najlepiej na całą noc, aż porządnie się zamrożą.2. Zamrożone kawałki ogórków przełóż do naczynia wysokoobrotowego blendera, dodaj świeże listki mięty, sok z cytryny i syrop ryżowy. Odczekaj kilka minut, aż ogórki przestana być twardą bryłą lodu.3. Całość zmiksuj na maksymalnych obrotach miksera ugniatając masę popychaczem.4. Podawaj ze startą skórką cytrynową i listkami mięty, ewentualnie z dodatkowym syropem ryżowym. Smacznego!']","['1. Ogórki porządnie umyj, przekrój wzdłuż na pół i pozbądź się nadmiaru pestek, a następnie pokrój ogórki na małe kawałki w kostkę. Przełóż je do woreczka foliowego do zamrażania i przełóż do zamrażalnika, najlepiej na całą noc, aż porządnie się zamrożą.2. Zamrożone kawałki ogórków przełóż do naczynia wysokoobrotowego blendera, dodaj świeże listki mięty, sok z cytryny i syrop ryżowy. Odczekaj kilka minut, aż ogórki przestana być twardą bryłą lodu.3. Całość zmiksuj na maksymalnych obrotach miksera ugniatając masę popychaczem.4. Podawaj ze startą skórką cytrynową i listkami mięty, ewentualnie z dodatkowym syropem ryżowym. Smacznego!']",Desery
Pieczone brzoskwinie z syropem klonowym i migdałami,http://ervegan.com/wp-content/uploads/2015/07/pieczone-brzoskwinie-4650.jpg,"['1. Piekarnik nagrzej na 220 stopni, najlepiej z funkcją grilla.2. Brzoskwinie umyj, przekrój na pół\xa0i pozbądź się pestek. Rozłóż je na papierze do pieczenia na blasze i za pomocą pędzelka rozprowadź na nich syrop klonowy.3. Migdały posiekaj i posyp nimi szkliste od syropu brzoskwinie.4. Owoce zapiekaj na środkowym piętrze piekarnika i co chwilę doglądaj. Gdy zaczną się rumienić przestaw je na najwyższe piętro i poczekaj aż zaczną się odrobinę przypalać. Ważne, by uchwycić moment, w którym brzoskwinie będą miękkie i soczyste, ale nadal będą trzymać swoją strukturę i formę.5. Jeszcze ciepłe brzoskwinie polej odrobiną syropu klonowego, udekoruj miętą i zajadaj z lodami, bądź owsianką. Smacznego!']","['1. Piekarnik nagrzej na 220 stopni, najlepiej z funkcją grilla.2. Brzoskwinie umyj, przekrój na pół\xa0i pozbądź się pestek. Rozłóż je na papierze do pieczenia na blasze i za pomocą pędzelka rozprowadź na nich syrop klonowy.3. Migdały posiekaj i posyp nimi szkliste od syropu brzoskwinie.4. Owoce zapiekaj na środkowym piętrze piekarnika i co chwilę doglądaj. Gdy zaczną się rumienić przestaw je na najwyższe piętro i poczekaj aż zaczną się odrobinę przypalać. Ważne, by uchwycić moment, w którym brzoskwinie będą miękkie i soczyste, ale nadal będą trzymać swoją strukturę i formę.5. Jeszcze ciepłe brzoskwinie polej odrobiną syropu klonowego, udekoruj miętą i zajadaj z lodami, bądź owsianką. Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Desery
